customer_id,age,gender,education,employment_years,income,existing_debt,num_delinquencies,city_size,has_mortgage,owns_car,hobby_score,random_index,survey_mood
4832,37,F,vocational,22.0,7538.711065783315,19441.1522836311,0,small,1,0,1.447318909509396,78.65760610793693,4
4833,37,M,secondary,24.0,6660.735398948617,38592.38702414486,1,large,0,1,0.1663954827306358,8.077190084237406,4
4834,51,F,secondary,5.0,8605.781609618018,5493.492787689749,1,large,0,1,-0.1420620040730784,60.33718837074722,0
4835,58,F,secondary,23.0,4517.484259012052,9908.469243677891,1,large,0,0,0.5735911001021005,95.0041852202959,1
4836,67,F,higher,11.0,12928.015253346286,6165.474924285859,0,,0,1,-0.2188066748256464,75.63831730094576,4
4837,60,M,secondary,29.0,10984.076300648789,8512.440401274409,0,large,0,0,-0.8503045793355071,96.79437838758332,0
4838,49,M,secondary,5.0,7185.405241377493,13074.720962464806,0,small,1,0,-0.527350583665535,12.611315856187469,3
4839,54,F,vocational,9.0,6682.767871844513,11897.654637053534,1,medium,0,1,0.7289719585292935,52.78543195993741,3
4840,63,M,vocational,31.0,12255.528610769024,10221.986032942335,2,small,1,0,-1.3696351604272845,35.30225565400572,3
4841,62,F,secondary,24.0,5586.431120295261,3742.4116011353535,0,medium,1,0,0.1951158781322742,90.10898157057947,0
4842,21,F,higher,12.0,12615.8097813255,10959.51295491658,0,medium,1,0,-0.4971408403148746,7.496940385209793,2
4843,59,M,higher,11.0,7673.944722351633,5294.066813378834,0,medium,0,1,0.3304053706302329,83.84914282721331,4
4844,52,M,vocational,38.0,8633.756402924864,31839.05314059085,2,medium,1,0,-0.3241723232855845,86.65614098497358,3
4845,53,M,secondary,8.0,11022.138784262514,6699.183652647012,2,small,1,1,0.2071690216633889,66.53411037953921,1
4846,38,F,vocational,14.0,3300.352293093518,2063.953453565529,1,small,0,0,-0.0789927281202698,98.81428838754516,1
4847,56,M,vocational,39.0,4268.386218186476,5692.980588006581,1,medium,1,1,1.5392945923652357,64.2890506181709,1
4848,65,F,secondary,18.0,10800.924180818982,,2,medium,0,1,-1.0216200314856296,48.58149316598161,4
4849,32,F,,40.0,7724.237202900829,7993.267983204661,0,medium,1,0,-0.2005453895562303,64.16699922786808,0
4850,38,M,vocational,36.0,7615.836752496604,13837.833287579988,1,medium,1,0,-0.598603073358503,89.46861002033476,3
4851,39,F,secondary,22.0,6404.071656554736,29541.90029706257,1,medium,1,0,-1.3675697683618488,36.42914139354942,2
4852,69,M,higher,17.0,9936.989568788342,11137.674812676754,2,small,0,0,-0.9063869869618536,77.52916080250678,4
4853,22,F,vocational,20.0,8425.23766129301,6795.498218777927,2,medium,0,1,-0.5565848215904514,16.90601518275313,3
4854,27,F,secondary,3.0,6441.032131246297,7305.10347203947,1,small,1,0,-0.5306214062549571,44.805788262833616,0
4855,57,M,secondary,15.0,8357.11493608461,14215.701153849996,1,small,1,1,-0.7409880225710469,77.90300500940971,4
4856,32,M,higher,21.0,6148.217204017701,16607.996295381126,3,medium,0,1,-0.1791091024525676,4.776861941618915,3
4857,21,F,secondary,33.0,5171.936149672814,7268.064337743925,3,medium,0,1,-0.3832124735758365,89.38149021685933,4
4858,41,F,primary,0.0,11174.56703222262,23481.61217740328,1,medium,0,1,-0.5109969983444111,55.18190291351643,4
4859,50,F,higher,30.0,7779.202540222517,45637.20259672646,0,medium,0,0,-1.2482705732382735,57.809012646186034,1
4860,57,M,vocational,39.0,5381.754266467236,20894.53271609676,1,medium,0,1,0.0809214447256941,3.6225455876768953,2
4861,48,F,secondary,33.0,8067.8737750220225,18729.73180504981,2,medium,0,1,-2.377442792512748,28.76964001936051,3
4862,42,M,secondary,37.0,9588.738360229025,8467.094241490298,1,large,0,1,0.4994380710896313,1.3440537196932278,0
4863,24,F,higher,25.0,8504.556868998425,12236.289447088668,1,small,1,1,0.2142951168362699,80.45721474555761,0
4864,50,F,secondary,4.0,4755.282329004462,28928.63503629204,0,medium,1,0,1.4552087210834102,98.31618726133048,3
4865,24,F,secondary,8.0,6755.619578122032,8852.812077140825,1,small,0,0,-0.1785667091847823,26.37480570347204,2
4866,69,M,secondary,12.0,8348.113530424022,19395.583604705116,0,medium,0,0,-0.9867223039759678,91.7949338106326,2
4867,28,F,secondary,9.0,8534.719062000648,12816.352645223194,1,small,1,1,0.4205004081684243,38.03381899759811,0
4868,48,F,vocational,26.0,7494.985980840665,12568.675120816984,0,medium,0,0,0.5878088965577737,41.60513820081834,0
4869,42,F,secondary,19.0,10600.541522906024,6535.769102182525,0,medium,1,1,-1.3219363763742735,2.0488822869013545,1
4870,56,F,vocational,5.0,6850.603217538604,22158.31190819704,0,medium,1,1,0.4080235342603913,29.72498367531761,2
4871,56,F,higher,36.0,10690.53694140799,25928.388587070272,1,large,0,0,1.4270529620827286,33.1944806901618,4
4872,42,M,secondary,5.0,6242.392053165531,19952.04368291743,1,large,0,0,-0.2246494931643597,94.22047285908404,1
4873,43,F,higher,33.0,8955.393173034736,4889.354949389169,0,medium,1,1,-0.0365497411396511,15.045911315980351,1
4874,32,F,secondary,18.0,11463.829123046788,5804.210466865394,0,small,0,0,-0.282892040659035,41.0907609709201,3
4875,54,M,secondary,7.0,7098.327869933067,8644.041391745948,0,medium,1,0,-1.4370047191675104,0.8984541722626194,2
4876,29,M,secondary,34.0,7409.262799093914,8686.814917008796,0,small,0,1,1.5029355059174496,83.90487584124287,1
4877,67,F,higher,15.0,,19027.998099935023,2,medium,1,0,-0.4836444517763222,22.407822522979803,2
4878,25,M,higher,4.0,7822.253791330579,11985.824521155302,0,small,1,1,0.4830887096905702,36.88897723079042,4
4879,65,M,higher,9.0,2745.425593149859,3919.020458949356,0,small,1,1,-0.2086092927957465,83.62213942428318,4
4880,66,F,higher,12.0,7531.52133527332,10894.365976888272,2,small,0,1,-0.2586234178799972,58.05661820099641,3
4881,65,M,higher,29.0,5518.634129321018,10954.84815757142,0,large,0,1,-0.294796814687174,12.978724855796376,0
4882,63,F,higher,11.0,9387.769092994611,6795.181769124629,3,medium,0,1,0.0490345850326714,8.166539246930204,2
4883,29,F,primary,30.0,9056.582747030368,12755.1567193566,1,medium,1,1,0.4209241108682335,40.64090063608202,1
4884,51,F,vocational,9.0,10523.791125155283,15047.571493025933,3,small,0,0,-0.420843692880495,9.519661072514996,0
4885,35,F,higher,40.0,7254.236018958773,12325.514005352945,2,small,0,1,-0.2193289093558544,91.35454742126508,1
4886,53,M,secondary,32.0,8364.34019348827,11213.333199252991,1,medium,0,0,-0.1783582760965586,58.18933900484884,1
4887,35,M,higher,39.0,6599.567023104622,15134.762878104042,1,small,1,0,3.19544088370804,54.69049791474101,3
4888,28,F,secondary,38.0,9191.63692128777,10154.53962419989,1,small,0,1,0.5246182771289574,32.81727572782452,4
4889,58,F,secondary,37.0,6543.221929703957,12783.26963401066,2,large,0,0,-1.0288420263533364,47.50219402884931,0
4890,34,M,secondary,6.0,5898.263494723282,6064.3438283169,0,large,0,0,-1.422215548783759,80.43478340501261,1
4891,59,F,higher,21.0,8935.169135188899,13579.489544444235,0,large,0,1,-0.6419182506193221,57.98788920186264,0
4892,31,M,secondary,9.0,7950.634242861815,26171.194201754417,2,small,0,1,-0.0433971334352142,65.0889820552661,4
4893,66,M,higher,2.0,9566.770794831598,12224.09526871325,0,medium,1,1,0.1225400598537333,97.7299670756598,4
4894,50,M,secondary,30.0,16382.714791719614,12582.130894164931,1,small,1,0,-1.2059480458865155,44.20172046383013,0
4895,44,M,secondary,38.0,5207.073351172756,5239.787630876219,1,medium,0,1,-0.0268848492536535,29.206981187208903,4
4896,36,F,secondary,39.0,11065.636753672958,27339.13318069189,0,medium,1,1,1.0236742751382075,75.57927176652028,3
4897,47,M,secondary,3.0,7424.901309333335,3722.269079769552,1,small,0,1,0.1930818284692435,48.270559276570125,1
4898,57,F,vocational,30.0,6563.940309625967,27428.17049750354,0,medium,1,1,0.0329909274540669,92.34941226045444,3
4899,33,F,vocational,29.0,9021.183837335982,16478.54856517561,0,medium,0,0,-1.670371833399642,50.03648998183829,0
4900,52,F,vocational,6.0,5861.407662623073,19298.916619586184,1,small,1,1,0.0684467719384722,72.21914429022259,4
4901,50,F,secondary,29.0,4374.8075961217655,15659.713105014787,0,small,0,0,-0.1783905082956402,68.0922324726875,3
4902,41,F,vocational,15.0,3637.845110857601,6835.428140153674,0,medium,1,0,-0.2658600160068321,10.84577502505908,3
4903,66,M,vocational,39.0,5985.671029545075,16749.159529484506,2,large,1,1,1.339129307538559,53.32786597510755,0
4904,43,M,secondary,19.0,8014.235431435133,27294.301096328752,2,large,1,1,-1.3397033832728815,70.91237247645579,0
4905,28,F,secondary,19.0,6292.007135895074,8060.776252513937,0,medium,1,0,0.006731617795235,80.18478536052976,2
4906,69,F,higher,10.0,8058.347908057527,19223.719839185986,2,large,0,0,1.3301318493042655,98.16348474069022,1
4907,60,M,higher,4.0,10978.431035443911,2629.805122625341,2,small,0,1,1.9768767627367536,85.88517571994052,3
4908,43,F,secondary,7.0,8452.860853066153,26645.082979013725,1,small,0,0,0.4141983069442845,70.58195945196202,0
4909,42,M,vocational,30.0,9507.172708615331,5996.884029069252,0,medium,1,0,0.0911406627712688,59.09386461756319,2
4910,58,M,primary,27.0,9829.519710116903,12950.73403843061,3,medium,1,0,0.0199593019316616,13.513704429222871,1
4911,44,F,primary,10.0,7533.758402777044,12145.337901299044,0,medium,0,0,0.3601993522059836,92.28467404329666,0
4912,40,M,secondary,30.0,10457.405395822065,15046.136122065984,0,medium,1,0,-1.5664130597743768,38.5183312441622,3
4913,35,F,higher,5.0,7207.04878260574,10771.80306179755,1,small,0,0,-0.594116512572553,85.81549626556495,2
4914,22,M,secondary,39.0,6845.467747241121,13514.83322974448,1,large,1,1,-0.8896245117376831,35.37833877189449,0
4915,30,M,secondary,38.0,8163.495162209934,31437.560507366343,2,medium,0,0,-0.3770193956505914,46.46295208900602,4
4916,24,F,secondary,5.0,8125.759211681238,15268.579259711889,1,large,1,1,-0.1093043086822325,21.257358798346694,0
4917,58,F,,18.0,8187.719737886429,6585.165545832874,0,medium,1,0,-1.4591610833445552,69.62953522203249,3
4918,63,F,secondary,19.0,7226.378595163506,21320.3617425172,0,large,0,1,0.6024812026899489,18.60007740112568,3
4919,48,F,higher,4.0,8186.887279619438,2328.9178719468614,0,,0,1,0.0736586924144207,56.31544331639103,4
4920,51,F,secondary,17.0,10520.88219596226,15905.32350554822,1,medium,0,1,-0.9909753329326202,9.135853160436149,4
4921,68,F,secondary,31.0,7203.947068648308,8376.28499334986,1,medium,0,1,-0.1423135416639837,24.644752054669173,1
4922,53,M,secondary,26.0,8471.47845404735,5271.0082552271815,0,small,1,1,1.3204997169663266,91.36546541396795,1
4923,29,M,higher,21.0,2499.764468933543,8497.473193186759,0,medium,0,1,-0.8050242956625343,59.92021461194543,4
4924,59,M,secondary,31.0,5338.80680004155,873.1639181253757,3,large,0,1,-0.0743009651006391,18.263612924909637,0
4925,59,F,vocational,0.0,9344.767818239974,34421.812281602804,4,large,1,1,0.2238477487043363,42.0044881399255,0
4926,39,M,higher,38.0,12928.45467716407,20060.649065640016,1,small,0,1,0.429715553774397,25.83209906836516,2
4927,49,F,vocational,35.0,8125.338286823226,29867.597371772117,0,large,1,1,-0.6379358133861084,98.20698469670596,1
4928,23,F,secondary,27.0,12807.173253348175,8974.015442165766,2,medium,1,0,0.1417578167655855,81.74972729557568,0
4929,36,F,secondary,35.0,6745.219753231174,22657.2338899258,0,medium,0,1,0.6863825663901155,87.12938452795375,4
4930,61,F,secondary,33.0,7697.869661210343,26384.76795879406,0,medium,0,0,1.834470833171052,90.32259006701722,4
4931,41,M,secondary,28.0,3967.634277420914,5921.738922782957,1,large,1,1,-0.6116467222848432,22.721696301148945,2
4932,43,M,primary,10.0,10586.89329686764,21299.35133327983,0,medium,0,0,1.6173492002590146,47.90741105414257,3
4933,41,M,secondary,25.0,5905.055296345627,28691.57652768856,1,medium,0,1,-1.748696144993778,91.361842400546,4
4934,26,F,secondary,,3741.5433576874025,24410.628969790072,0,medium,0,1,-0.1461331631313539,64.98687105803735,3
4935,42,F,secondary,29.0,10713.50161206311,12371.27258830246,1,large,0,0,0.4363203256427852,79.18272362338232,3
4936,52,F,primary,7.0,6754.092359796285,15443.80327344844,1,small,1,1,0.7761709401015121,36.00129773616929,2
4937,42,M,secondary,33.0,9517.592034005447,2611.089397348858,0,medium,0,0,-0.4543466646737057,85.32179332460021,2
4938,48,F,vocational,22.0,2878.252335636256,20092.617360057506,0,medium,1,0,-0.4289300634730741,39.32669557566623,3
4939,49,F,secondary,37.0,8477.241383824303,48746.10574678253,1,large,1,1,0.2118340353892565,41.36441108827069,4
4940,27,M,higher,20.0,5334.070670749766,18809.358060459806,1,large,1,0,-1.124861350327792,88.5901793391096,1
4941,58,M,higher,14.0,7079.020652422213,8215.247040240776,1,large,0,0,-1.846280302195329,29.65948890705501,1
4942,58,F,higher,36.0,9380.609446555023,11752.832233670577,3,small,1,0,1.1588124446160166,89.06325348303392,2
4943,38,F,secondary,5.0,5822.762344351423,1619.716926295217,1,large,0,0,-1.7397613448998743,56.59483797405356,0
4944,23,F,higher,33.0,8192.025658426874,12291.44190910527,1,large,0,0,-0.6597194793490231,74.16498253192098,4
4945,58,F,vocational,32.0,8940.307258096407,1963.0496336603096,1,medium,1,1,1.4447794887701846,97.41042606350182,1
4946,42,F,higher,30.0,9350.964963755458,16097.636362510922,0,small,0,1,0.631805749934186,26.400683892477883,3
4947,57,F,higher,27.0,6220.092147569693,9817.625408297015,0,large,1,0,1.6010706085511748,31.051509733641424,2
4948,68,M,secondary,32.0,8103.921019652239,17250.22552392548,1,large,0,0,-1.6053415871777448,75.06529785163904,0
4949,37,F,primary,28.0,12908.178147712037,36850.21181308385,1,medium,0,0,0.1904513572563226,64.98484258657402,4
4950,61,M,higher,23.0,3983.394969804432,6118.2076869989405,1,small,0,1,-0.1323290600957757,38.4444468266981,2
4951,68,F,vocational,27.0,4371.687452553401,40068.36302976102,1,medium,0,1,-0.20849254101423,86.66932051254105,1
4952,47,M,secondary,25.0,10579.257265637154,12872.934761433507,0,large,1,0,-0.8936627432690861,64.61502584791748,1
4953,63,M,secondary,33.0,7547.301701545742,16482.988566019463,2,large,0,0,0.955861949502416,24.204619652426157,0
4954,61,M,vocational,25.0,7146.402206718143,41340.31323741659,1,small,0,0,0.1236663208163851,93.20597251531731,2
4955,21,M,vocational,27.0,7257.525788645651,10648.978609166368,1,medium,0,0,0.1949198394763696,70.73048274531001,1
4956,27,F,secondary,5.0,8018.278205754041,20736.33130750968,1,medium,0,1,0.7849714086914881,53.6146738083622,0
4957,45,M,higher,29.0,6233.659797948372,24713.22564093665,1,medium,0,0,-0.8855467654426555,2.723226378660837,2
4958,60,M,higher,9.0,8750.65243177398,23060.099000042857,0,medium,0,1,1.0941083502469575,31.54913424284994,2
4959,23,F,secondary,34.0,9090.045701788333,18233.31882260214,2,large,1,1,-1.9617130690526765,72.64537558498147,0
4960,43,F,secondary,37.0,10506.626665590737,5818.787097762274,1,small,1,1,0.1602756898731847,15.230184368265698,4
4961,54,F,secondary,12.0,5186.85875203795,23543.10170713081,0,small,1,0,0.3912623371950168,98.05058940501556,1
4962,53,F,higher,21.0,6146.890730607594,6872.326134294482,0,medium,1,1,0.541906822428219,80.86147993926784,2
4963,40,F,secondary,34.0,3393.053239511949,20101.365761715297,1,medium,0,1,-0.6965810160797418,28.352474725435805,0
4964,48,M,secondary,35.0,4269.508167217762,3919.482250828047,1,medium,1,0,0.1463646793415029,22.98123350917759,3
4965,65,M,secondary,37.0,6235.314846302436,11599.831869119984,0,medium,0,1,-0.5899475857161225,33.474371952529566,4
4966,48,M,higher,38.0,8470.385046518179,3711.335542402527,2,small,0,0,1.3803557053395288,46.4237719587409,4
4967,25,M,secondary,9.0,10927.52035118316,9627.2011900724,0,small,0,0,0.8366198881127624,85.85981328932228,3
4968,47,F,vocational,32.0,5763.41953482629,23944.068494406158,1,large,1,1,-0.6404465252468389,9.43811695510478,3
4969,37,M,primary,3.0,7192.156878240826,40411.016263117366,2,large,0,1,-1.4410788848060143,8.643422935401212,2
4970,32,M,primary,9.0,8595.239846896357,4112.3172370746,3,small,0,0,-1.2863885907157482,49.96838772933124,2
4971,63,F,vocational,22.0,5733.970222070516,5822.496300162874,0,medium,1,1,0.1107168599859522,94.34608118065042,2
4972,42,F,primary,23.0,5233.00014967627,7817.199067625138,0,large,1,0,-0.1967188301261921,82.6268978760784,3
4973,56,M,higher,8.0,7822.531769879903,4144.506658245896,1,medium,0,1,0.3531702943111464,35.853483886612466,1
4974,69,F,secondary,11.0,9320.778281295396,22394.989160815527,1,small,0,0,0.6396227901353508,62.20984637767242,4
4975,30,F,secondary,1.0,4308.676800091968,22987.74198363558,1,medium,1,1,-2.042283180157574,59.15953276552156,2
4976,23,F,vocational,14.0,1500.0,3835.4705825088354,1,small,0,0,-0.4482749698151928,80.21270790130548,4
4977,47,F,secondary,26.0,9424.064305499933,8175.106257897807,2,medium,0,1,-1.7594166828930715,65.7854839042455,0
4978,36,F,higher,21.0,9741.731977406766,5222.7596224684285,3,medium,1,0,-0.4477180773195144,62.1944792697624,2
4979,30,F,vocational,33.0,6771.465008630069,17320.356164755394,1,large,1,0,2.0756958707286937,56.06449833132751,0
4980,57,M,primary,5.0,7334.496831390666,40303.10467054816,0,small,0,0,1.0147163635750314,81.85634644373894,4
4981,44,M,vocational,32.0,8532.407867995867,9340.046526614837,2,medium,1,0,-1.203224375021922,93.98012791743548,3
4982,31,M,vocational,35.0,8413.000029722774,1921.376035948588,0,large,1,0,0.110593312023138,53.547555282142575,0
4983,38,F,higher,0.0,6691.56294994264,23208.95256447588,1,medium,1,0,-1.250418091510282,89.22398256799899,3
4984,38,F,secondary,9.0,9734.5122917665,10789.065759905843,2,medium,0,0,-0.3765387358570962,27.92611364271932,3
4985,37,F,secondary,1.0,6141.478686762572,7529.755714817805,0,large,1,1,-0.062617467795161,9.339711283937811,4
4986,28,F,higher,36.0,11447.279452359253,13450.474994879329,2,small,0,1,-0.4690022519626412,58.52345735075545,2
4987,65,F,secondary,14.0,5989.296945618922,23670.656974523885,1,medium,1,1,-0.4141664996790364,57.13102498709641,4
4988,48,M,secondary,12.0,11154.712077415095,28322.60776681012,1,large,1,0,-0.5178470911429508,26.45645273913807,0
4989,23,M,vocational,6.0,9750.698349956703,14678.981924912074,2,medium,1,1,-1.0701696372699545,95.98597279428162,4
4990,35,F,vocational,28.0,7392.745442507157,5067.934623833839,3,medium,0,1,0.527589241225276,17.837017599241435,3
4991,27,F,secondary,16.0,9190.907129154331,4394.032929584144,3,small,0,1,1.2388892613911164,31.284179696123093,2
4992,55,F,vocational,5.0,3975.6131651734154,7321.858143811418,3,large,0,1,1.618742213856798,15.426087948441836,0
4993,35,F,higher,8.0,6179.145758569432,20272.159012077194,1,small,0,0,-0.3979904633027655,52.66633853100991,1
4994,37,F,secondary,24.0,10758.571232757866,3449.4946645172718,0,medium,1,0,-1.9909555790223208,91.00608917613414,1
4995,48,M,primary,40.0,4724.007752849922,37245.5388324442,1,medium,1,0,-0.8119407470234152,36.53005510111581,1
4996,57,M,vocational,29.0,6596.94382159706,9321.30616605813,0,medium,1,1,0.378303055243144,17.69204588095287,3
4997,58,F,primary,17.0,9954.904897679522,8475.053811522128,2,small,0,0,-0.7027996307113632,10.653998847935908,1
4998,38,M,secondary,0.0,10785.28171524092,27024.47753942905,0,medium,0,0,-1.2691120687849144,70.98603622173556,4
4999,45,M,vocational,2.0,5698.270639784652,14438.297360112045,0,small,1,0,-2.325474472690148,76.55926705736643,2
5000,66,M,secondary,9.0,1843.4551520713385,6310.275286474282,0,large,1,0,1.432908369496638,88.8174415389201,4
5001,36,F,secondary,17.0,11775.778793825477,29612.10438257072,1,small,0,0,-0.0229472669972624,57.00342729985152,0
5002,42,F,higher,2.0,12349.43443545793,8381.826457717674,1,medium,0,0,0.1457491010895618,93.42163699732424,3
5003,49,F,higher,30.0,4151.706849812608,8915.987700859207,0,medium,1,1,-0.3241131153672958,58.22457487003051,2
5004,40,F,vocational,7.0,12015.466323614888,6714.066872246131,0,medium,1,1,0.0805766749456317,23.18934981138872,3
5005,56,M,higher,34.0,5160.197867436952,29293.491088912837,0,medium,0,1,-0.3495282940241087,92.496672173821,2
5006,38,M,secondary,18.0,3322.016545509472,2914.298620239345,1,large,1,1,0.6699140154854294,68.17382846188436,2
5007,33,M,vocational,8.0,6467.8819066723,24819.40007078524,1,large,0,1,0.2757457615423612,53.67546840591256,3
5008,32,F,higher,20.0,9749.664897418606,14371.894870848992,0,medium,1,1,1.0537366911150428,75.24270416947002,0
5009,67,M,higher,31.0,10447.546958846731,11118.128476140597,2,small,0,1,-0.8734056478412554,75.10382379027429,3
5010,30,M,primary,9.0,7782.998018361518,19982.999019876646,1,small,1,1,1.6316752313284424,16.552607710559965,4
5011,43,F,higher,12.0,10261.871329613705,2942.322713829637,3,small,0,0,0.8333922339837901,62.75390133757517,3
5012,42,F,vocational,20.0,11203.422730020337,32808.01372384298,2,medium,0,0,-0.6234449208651439,93.17313919159638,0
5013,50,F,higher,31.0,6803.203282875375,22761.325765551475,2,large,1,0,1.4441312100628485,48.21025061297009,1
5014,42,F,higher,26.0,7941.323913534812,8986.133405324372,1,medium,0,0,1.2958033861875566,49.31964386009064,1
5015,58,F,primary,6.0,4216.234761319357,17339.53993286943,1,medium,1,1,-0.293203247666741,6.126370702331796,1
5016,68,F,higher,20.0,5348.848288766726,14247.10256404556,0,small,0,0,0.0305693310729431,81.80195653694744,0
5017,54,M,secondary,13.0,7263.2956462873935,7911.986257181807,1,medium,0,1,-1.6547331785428356,49.15095627447127,4
5018,26,F,vocational,32.0,9357.408184672537,9585.802466012325,2,large,1,1,0.7433585388239042,53.27303764941541,0
5019,49,F,vocational,2.0,12747.798160444516,5137.7010734135565,1,medium,0,1,-1.1812002251380045,43.27817359390559,1
5020,26,M,secondary,7.0,5740.346029541406,4040.9658216603216,2,medium,0,0,-1.122578014232524,27.462824750942502,0
5021,61,F,higher,8.0,10726.438760349292,7796.172613232018,0,large,1,0,2.312381124543947,83.03517227002195,2
5022,29,F,secondary,4.0,9661.869678383366,24484.054505834887,0,small,1,0,-1.3666699517952012,93.68398600548656,4
5023,41,M,secondary,30.0,10174.916907076637,27813.360263642466,0,large,1,1,-0.5663443423914818,27.19567880190672,4
5024,55,M,secondary,31.0,10046.435355496162,8366.673240347727,1,medium,0,0,-0.6412624118607767,79.11103116227054,2
5025,64,M,vocational,35.0,9215.464162078571,26935.449380511815,1,medium,0,0,-1.260834197955232,21.06135557786394,1
5026,23,F,secondary,37.0,8460.532517285494,13389.553612111737,0,medium,1,1,-0.9439128661583088,40.66272223230008,1
5027,32,M,higher,3.0,9107.340075196458,8544.316660307748,1,small,1,0,-2.175175817090775,38.96459535460964,0
5028,54,M,higher,4.0,8459.37985308486,7477.885467081658,4,medium,0,1,1.2327083849368998,60.546533238563946,0
5029,64,F,vocational,25.0,5782.898943685041,8672.285078636027,1,medium,0,1,-0.0941612160953607,61.92987500041264,1
5030,37,F,vocational,6.0,13660.462094680715,32772.70644608674,1,large,0,0,1.1993729005498313,65.20244239144894,3
5031,21,F,higher,18.0,6412.312570542451,32594.094041989243,1,large,1,1,-1.1631099383378007,24.92671786841345,4
5032,43,M,secondary,25.0,6845.042186997568,20891.343703436043,0,small,1,1,1.0294383299898338,16.039334674551007,1
5033,47,F,secondary,38.0,7608.411866327904,6219.085988674087,1,small,0,0,-1.582422161760814,14.32425639847581,1
5034,33,M,secondary,40.0,5543.454287260567,35658.9826266528,1,medium,0,1,-0.4471934406536246,92.65149912454176,3
5035,32,F,secondary,15.0,10139.339244933852,9339.476652547824,0,small,1,1,-0.4309239548509904,51.17086793461653,3
5036,55,F,higher,11.0,3374.391585913918,12667.240806491163,0,medium,1,1,0.691186403778642,92.93256554354178,2
5037,36,F,vocational,18.0,5408.926760277716,24021.50511533531,0,small,1,1,0.076352710761106,19.040740700810087,3
5038,39,M,vocational,22.0,3460.274313269109,25444.753694053063,1,small,1,0,-0.8452308932476349,49.51580259625474,3
5039,61,M,vocational,36.0,4856.203553762363,17848.988195965325,0,small,0,0,-1.121362210445487,70.76009484509926,2
5040,46,F,secondary,14.0,6896.601282195425,21940.90541151957,2,medium,0,0,0.0045371845257005,48.66994926642997,4
5041,21,M,primary,34.0,6558.67484719328,11215.820297635237,0,medium,0,0,-1.5885034484479987,73.69498990680964,1
5042,46,M,higher,2.0,10754.840616189864,17409.049907753764,2,large,1,1,0.3974403965457191,38.676106406448575,4
5043,55,M,vocational,16.0,1728.8848843670555,17277.31747123544,0,medium,0,0,-0.1416406661896046,13.314181477230669,1
5044,33,F,higher,31.0,12681.505615813145,5359.199278794772,0,medium,0,1,0.1395399341638849,32.088921359553005,0
5045,28,F,secondary,15.0,8089.924807212176,4209.720038051932,1,medium,0,1,0.5103927117254409,41.35997957746793,0
5046,57,M,higher,7.0,9610.153096936843,12538.588096164578,1,medium,0,1,-0.7386997132588432,8.879136466622771,1
5047,23,F,higher,1.0,12238.66366089199,9748.782736173524,0,large,1,0,-1.8779918864921663,83.20165071376823,2
5048,31,M,secondary,21.0,11225.374155605155,22875.21737129541,2,small,1,0,1.812005973752766,20.26688566881089,2
5049,32,F,secondary,40.0,7190.341662085963,4950.792971483624,0,medium,0,0,0.5642559092416993,8.536792795247894,0
5050,42,F,secondary,17.0,9280.289713542628,16439.79758688837,0,medium,1,0,1.4555610697579575,91.00189021985692,2
5051,34,F,secondary,7.0,8335.948431269875,6213.434656586975,1,medium,0,1,-1.0228086930010043,93.15752441657828,1
5052,44,F,vocational,29.0,7699.192641023197,23377.05761802876,0,large,1,1,-0.0736102685292004,18.298907968446777,2
5053,32,M,higher,39.0,10838.70239187684,10485.127753844436,1,large,0,1,1.1296350821413332,97.28259586354038,3
5054,54,M,vocational,38.0,6101.628105591348,20130.553654433937,0,large,0,1,0.3337166868645155,47.10083617088154,2
5055,27,F,primary,3.0,3211.233910307188,11567.89539863832,0,medium,1,1,-0.4671167646998719,27.11879542922781,3
5056,62,F,secondary,25.0,11194.54184124029,4335.221217455279,3,medium,1,0,-0.1629925634308127,24.83699221777158,4
5057,41,F,secondary,7.0,6050.256127715527,20224.445056289223,1,large,0,1,0.6682131994893049,52.50822987193966,0
5058,45,F,vocational,2.0,9318.544794730658,10652.458852075457,1,medium,0,1,-0.6899059185416528,42.53036386223732,4
5059,60,M,vocational,15.0,7932.923413747394,18034.21518232027,2,medium,1,1,-0.7577132621465958,55.62074148754375,2
5060,62,F,vocational,37.0,5283.5264775315645,20083.378675743865,0,small,0,1,0.6232959832889526,98.818573466908,1
5061,52,M,secondary,9.0,10399.551854116293,15310.800325771394,0,large,1,0,1.530442683245985,93.46877067067496,4
5062,41,F,higher,38.0,9857.161877650004,11880.972954292958,1,medium,1,1,-1.1445260993112272,13.77379466803802,2
5063,51,F,secondary,4.0,8497.60465932492,28185.709742398463,1,medium,0,0,2.337035344082905,57.12517810514896,2
5064,36,F,secondary,23.0,8440.531568917851,3975.143912190904,1,medium,0,1,0.9729784074210058,42.42652715301952,0
5065,21,M,higher,38.0,6885.192889748266,10056.791611599168,1,small,1,0,-0.0180924459932144,44.75987925049232,1
5066,31,F,higher,34.0,7526.340333442895,17185.039904642126,0,large,1,1,0.5757485810621649,53.555931081608655,2
5067,57,F,higher,14.0,5251.873807636068,9426.415503401353,0,medium,0,1,-0.1055121005701005,34.622108190623216,1
5068,67,F,vocational,11.0,9932.141087606107,5719.694865901624,2,medium,1,0,0.8569541586223768,1.3012959020280102,1
5069,64,M,vocational,15.0,4084.94880617687,10887.035250519071,0,large,1,0,-0.3850840840663516,86.07070563913834,0
