loan_id,customer_id,loan_amount,duration_months,interest_rate,loan_type,paid_on_time
1539,1383,4348.15,60,0.1375,cash,1
1540,658,25575.18,36,0.1436,cash,1
1541,1981,22889.79,36,0.1292,home_improvement,1
1542,3287,14762.49,31,0.0712,auto,0
1543,593,11753.48,37,0.2121,cash,1
1544,3244,13820.26,6,0.1616,cash,1
1545,1629,8086.85,39,,home_improvement,1
1546,2247,16946.05,11,0.173,cash,1
1547,1908,18384.56,36,0.1183,home_improvement,1
1548,3689,28266.18,39,0.065,cash,1
1549,1650,24268.66,58,0.1775,auto,1
1550,2375,31224.09,14,0.1743,cash,1
1551,3160,21009.96,54,,cash,1
1552,4283,11799.98,48,0.2476,cash,1
1553,2290,35666.26,48,0.1117,auto,1
1554,680,17133.04,33,0.1243,auto,1
1555,2800,6089.49,52,0.1503,cash,1
1556,87,21982.57,10,0.1151,home_improvement,0
1557,3318,5691.32,32,0.1283,cash,1
1558,1891,19238.31,58,,education,1
1559,3232,15722.32,38,0.1076,auto,0
1560,644,24713.21,52,0.111,cash,1
1561,2492,28581.83,37,0.1689,cash,1
1562,896,17077.08,41,0.074,cash,1
1563,2767,16434.71,45,0.1359,home_improvement,1
1564,239,26823.33,47,0.1333,cash,1
1565,2611,13099.08,29,0.1713,auto,1
1566,2154,20580.22,42,0.1802,auto,1
1567,632,24873.43,24,0.132,education,1
1568,3687,12884.62,6,0.1357,cash,0
1569,4185,17294.21,11,0.1382,auto,1
1570,2784,20908.14,40,0.1246,cash,1
1571,2603,31976.56,38,0.2046,cash,1
1572,1784,9114.73,19,0.1651,cash,0
1573,1379,18657.26,30,0.2033,cash,1
1574,59,32183.71,58,0.0962,cash,1
1575,2396,28742.14,50,0.2026,cash,1
1576,2546,17519.87,28,0.146,home_improvement,0
1577,156,19358.15,35,0.1742,home_improvement,0
1578,1639,24134.85,44,0.0445,cash,1
1579,2807,24321.15,45,0.2213,cash,1
1580,1195,32403.27,14,0.162,cash,1
1581,2963,30183.13,21,0.2332,auto,1
1582,2258,7559.39,32,0.1956,auto,0
1583,4650,5644.55,55,0.0376,cash,0
1584,851,15106.94,11,0.2161,auto,1
1585,185,3327.43,45,0.1493,cash,1
1586,1609,31811.94,28,0.1721,cash,0
1587,4002,6536.97,28,0.1671,cash,1
1588,4631,17307.44,36,0.1351,auto,1
1589,3148,12159.43,16,0.1198,home_improvement,1
1590,3055,5716.2,40,0.1753,cash,1
1591,3621,30626.79,33,0.0984,cash,1
1592,4949,14809.38,27,0.1414,cash,0
1593,4712,37163.43,14,0.2101,auto,0
1594,3140,32648.64,14,0.079,cash,0
1595,1759,19971.48,17,0.1301,home_improvement,1
1596,485,2000.0,42,0.1984,auto,1
1597,833,16938.19,27,0.0991,auto,1
1598,3330,40573.1,6,0.0446,cash,0
1599,355,23853.76,54,0.0409,auto,0
1600,4330,18494.26,50,0.1165,cash,1
1601,2390,14496.9,44,0.2242,cash,1
1602,4564,27984.74,43,0.1019,cash,1
1603,4307,23327.34,41,0.1256,cash,0
1604,2773,22555.03,48,0.1427,cash,1
1605,2140,30224.95,56,0.1953,auto,1
1606,601,29741.53,59,0.1829,home_improvement,1
1607,4820,23935.16,21,0.1323,education,0
1608,3216,5718.2,23,0.17,auto,1
1609,2081,11159.28,15,0.193,home_improvement,1
1610,715,14450.74,35,0.0577,cash,1
1611,4276,19664.57,28,0.1212,home_improvement,1
1612,281,33491.08,40,0.08,cash,0
1613,3343,38473.45,40,,auto,0
1614,1059,23525.09,38,0.1725,cash,1
1615,3161,24951.83,6,0.08,auto,0
1616,486,6399.06,40,0.2555,auto,1
1617,4019,16195.0,13,0.173,home_improvement,1
1618,2228,15021.79,57,0.1108,cash,0
1619,2169,14270.15,8,,home_improvement,1
1620,4720,25217.45,32,,cash,1
1621,925,15941.33,27,0.0663,cash,0
1622,3302,2943.75,53,0.1207,cash,1
1623,2848,27583.37,6,0.2054,cash,0
1624,3473,30831.44,40,0.0697,auto,1
1625,3276,22594.42,51,0.2017,cash,1
1626,4019,18486.06,49,0.1307,auto,0
1627,1765,11905.51,22,0.1519,home_improvement,1
1628,1197,12464.3,24,0.1437,auto,1
1629,3392,29638.66,17,0.1787,auto,1
1630,2863,13264.62,24,0.1949,cash,1
1631,4564,38113.88,29,0.1293,cash,0
1632,3565,28546.54,57,0.1655,cash,1
1633,1185,23056.87,55,0.205,cash,0
1634,1521,44430.99,51,0.1807,cash,0
1635,3458,31481.57,28,0.1193,auto,0
1636,1938,16126.17,33,0.1302,cash,1
1637,4624,10787.17,33,0.0907,home_improvement,1
1638,3507,16184.06,31,0.2309,home_improvement,1
1639,1856,19075.75,16,0.1553,auto,0
1640,4043,13174.97,19,0.0698,home_improvement,1
1641,3472,9879.93,37,0.098,cash,1
1642,1809,22118.88,17,0.1323,home_improvement,0
1643,2122,27993.89,10,0.2071,cash,1
1644,3129,36719.3,18,0.1304,cash,1
1645,1235,20690.25,56,0.1702,home_improvement,1
1646,3322,25422.51,57,0.1043,home_improvement,0
1647,1662,3339.37,9,0.1722,cash,1
1648,4645,27727.61,20,0.2051,auto,0
1649,2868,10920.45,50,0.1795,home_improvement,0
1650,3938,22743.23,30,0.03,cash,0
1651,2752,19611.86,17,0.1324,home_improvement,0
1652,973,17823.22,43,0.0871,cash,1
1653,3358,6646.49,41,0.1736,education,1
1654,3129,13186.96,41,0.1435,cash,1
1655,742,11409.23,27,0.2256,auto,1
1656,4789,14653.2,48,0.1234,home_improvement,1
1657,436,30641.92,19,0.1436,cash,0
1658,1892,16825.65,26,0.1338,home_improvement,0
1659,621,13943.85,55,0.1759,cash,1
1660,3827,25846.0,24,0.0914,cash,0
1661,2150,22939.24,12,,auto,0
1662,2697,38290.61,33,0.1118,cash,1
1663,4500,29100.12,43,0.1692,education,0
1664,2190,2100.05,40,0.192,cash,1
1665,2471,27246.58,20,0.1353,home_improvement,1
1666,2852,26175.37,60,0.1696,auto,1
1667,4633,34935.43,46,0.1654,education,1
1668,2126,18213.63,38,0.1371,cash,1
1669,1248,29867.41,46,0.1359,cash,1
1670,1591,16808.41,48,0.1781,cash,1
1671,2739,22613.88,37,0.2358,cash,1
1672,3806,10505.58,56,0.1894,home_improvement,1
1673,4291,7629.97,21,0.2001,education,1
1674,2664,27826.52,6,0.242,cash,0
1675,2392,20032.11,38,0.1051,cash,1
1676,4675,8473.1,19,0.1751,cash,0
1677,3359,27330.62,51,0.2128,cash,1
1678,44,2000.0,6,0.187,cash,0
1679,3268,12711.07,49,0.11,education,0
1680,3847,5053.42,55,0.1002,cash,1
1681,3861,30792.59,56,0.2217,auto,1
1682,787,16097.98,27,0.1608,home_improvement,1
1683,2548,20710.14,50,0.1553,cash,1
1684,3807,22737.88,37,0.141,home_improvement,1
1685,4674,27277.28,7,0.2155,auto,0
1686,4352,26257.92,32,0.1887,home_improvement,1
1687,3946,27211.19,45,0.1307,education,0
1688,3921,17610.49,47,0.1856,auto,1
1689,1761,27678.02,26,0.1489,auto,1
1690,2970,14101.34,26,0.1836,education,1
1691,173,16382.04,41,0.2078,home_improvement,1
1692,614,6169.01,6,0.2018,auto,1
1693,1267,35087.49,52,0.0537,cash,1
1694,4802,11057.19,25,0.1657,cash,1
1695,1243,32697.39,38,0.2139,home_improvement,1
1696,1632,24835.72,31,0.1041,cash,1
1697,4034,21793.44,27,0.2395,home_improvement,1
1698,142,23302.97,28,0.171,auto,1
1699,868,10412.73,48,0.1879,home_improvement,1
1700,10,34450.03,21,0.1879,cash,0
1701,2996,16744.76,58,0.0728,cash,1
1702,3694,29116.13,11,0.1898,education,1
1703,4651,15110.63,29,0.1647,auto,0
1704,4166,7117.41,7,0.1176,auto,1
1705,3632,37850.76,27,0.2212,home_improvement,1
1706,4016,14568.75,56,0.0453,cash,1
1707,4599,24156.56,36,0.1094,cash,1
1708,2796,2000.0,9,0.2127,cash,1
1709,633,19361.66,43,0.1905,auto,1
1710,3160,25436.53,27,0.1131,home_improvement,1
1711,1557,21282.67,12,0.1044,cash,0
1712,4535,19117.89,10,0.1319,auto,1
1713,2656,18100.66,30,0.1596,auto,1
1714,3319,27835.15,12,0.1228,cash,1
1715,2579,8356.99,41,0.1407,cash,0
1716,1756,17869.48,41,0.1496,home_improvement,1
1717,4564,32912.21,54,0.1289,cash,0
1718,4753,6655.68,56,0.1236,auto,1
1719,4482,19041.59,57,,auto,1
1720,4828,10070.35,25,0.145,auto,1
1721,86,22708.92,20,0.144,home_improvement,1
1722,3140,20297.31,47,0.0995,home_improvement,1
1723,2103,11504.09,29,0.1605,home_improvement,1
1724,2831,20218.21,48,0.2052,cash,0
1725,2267,20591.75,51,0.1495,cash,1
1726,4685,14516.6,41,0.1678,auto,1
1727,4096,16250.87,31,0.1957,home_improvement,1
1728,3891,14167.72,53,0.1446,cash,1
1729,3289,2000.0,33,0.1909,auto,1
1730,594,28342.25,16,0.0312,auto,1
1731,900,30753.53,12,0.1109,cash,1
1732,4791,4248.06,10,0.0912,home_improvement,1
1733,222,30872.37,11,0.2168,home_improvement,1
1734,3622,23613.35,31,0.1779,cash,1
1735,2923,10080.56,38,0.0858,cash,0
1736,3696,18117.0,35,0.0975,cash,1
1737,4946,13649.76,26,0.0777,home_improvement,1
1738,2005,28309.91,26,0.1626,cash,0
1739,2957,11741.74,34,0.1559,cash,1
1740,43,39106.3,56,0.1251,cash,1
1741,1751,30426.94,45,0.1024,auto,0
1742,1359,8975.48,12,0.1447,cash,1
1743,4117,34745.85,21,0.2751,cash,0
1744,1656,26568.56,57,0.127,auto,1
1745,1524,18644.39,53,0.2034,cash,1
1746,2280,26081.65,29,0.1312,cash,1
1747,2905,28321.89,20,0.1946,education,1
1748,3507,13175.1,51,0.1763,cash,0
1749,4863,27514.67,51,0.1445,education,0
1750,2254,16105.49,26,0.1781,home_improvement,1
1751,3050,27328.37,11,0.2061,cash,0
1752,1861,18772.26,33,0.1495,cash,1
1753,2942,10933.95,40,0.1371,cash,1
1754,1241,25671.97,43,0.1794,auto,0
1755,1198,16591.64,55,0.2277,cash,1
1756,3843,21390.88,32,0.0766,cash,1
1757,3344,23679.74,56,0.0827,auto,1
1758,3938,33223.4,54,0.2168,home_improvement,0
1759,3621,16077.93,8,0.119,auto,1
1760,1817,12366.98,35,0.2083,cash,0
1761,3911,34812.22,14,0.1124,auto,1
1762,1088,20028.65,6,0.1227,auto,1
1763,30,15093.69,8,0.1981,home_improvement,1
1764,1101,23260.76,49,0.1828,auto,1
1765,3433,16907.39,53,0.0894,auto,1
1766,3315,17590.17,33,,auto,0
1767,3681,43163.06,60,0.1127,cash,1
1768,3863,11107.9,43,0.1679,auto,0
1769,1098,7057.4,8,0.1492,education,1
1770,3925,31029.79,23,0.1376,education,0
1771,2356,16587.18,42,0.1153,cash,0
1772,4354,22871.88,44,0.0626,cash,1
1773,110,25744.11,45,0.1146,,1
1774,3773,4251.62,45,0.1809,home_improvement,1
1775,3447,30265.34,40,0.169,auto,1
1776,2430,14947.73,60,0.1045,home_improvement,1
1777,4353,37089.81,38,0.2015,cash,1
1778,1337,12833.71,26,0.1646,auto,1
1779,1845,34091.5,16,0.1774,cash,1
1780,1869,35720.48,18,0.0948,auto,1
1781,2401,15594.53,29,0.237,home_improvement,1
1782,1419,18287.25,32,0.1709,home_improvement,1
1783,3398,17173.57,11,0.2239,cash,1
1784,498,33676.8,44,0.1156,home_improvement,0
1785,166,21614.81,27,0.0557,education,1
1786,720,24794.65,32,0.1,home_improvement,1
1787,2227,18708.3,43,0.1993,cash,1
1788,64,24248.98,53,0.0908,cash,1
1789,3168,24834.51,37,0.2219,,0
1790,984,14628.88,58,0.1111,education,0
1791,3777,35952.26,44,0.1667,cash,0
1792,4177,18166.67,59,0.1591,home_improvement,1
1793,4255,29269.96,28,0.1318,home_improvement,1
1794,2686,8644.12,12,0.1321,cash,1
1795,2657,26156.06,19,0.0981,cash,1
1796,1948,29583.83,19,0.2453,cash,1
1797,667,22393.08,24,0.1732,cash,0
1798,1187,29683.08,22,0.0661,auto,1
1799,1248,13634.48,33,,cash,1
1800,2950,24252.73,57,0.1738,auto,0
1801,91,6313.42,12,0.1467,home_improvement,1
1802,4867,21337.08,48,0.0564,cash,1
1803,590,12863.9,37,0.2742,cash,1
1804,1740,19381.16,12,0.03,home_improvement,0
1805,1667,32413.17,49,0.1241,auto,1
1806,4238,35640.52,30,0.1481,cash,0
1807,3135,8458.42,42,0.1131,cash,1
1808,4696,31207.47,57,0.1898,cash,1
1809,4554,32592.1,14,0.1728,cash,1
1810,3935,22921.88,17,0.1543,home_improvement,1
1811,738,32221.55,16,0.1436,cash,1
1812,2958,16265.2,36,0.174,cash,0
1813,2993,15374.78,59,0.1367,cash,1
1814,1511,15413.69,43,0.0716,home_improvement,1
1815,189,26425.51,38,0.1955,cash,1
1816,167,19124.69,9,0.2347,cash,1
1817,1924,13557.64,24,0.1514,cash,1
1818,3683,13988.91,29,0.1524,home_improvement,1
1819,841,20010.92,32,0.1454,home_improvement,1
1820,4780,12357.21,56,0.0813,home_improvement,1
1821,1432,26015.32,25,0.12,home_improvement,1
1822,3446,30755.78,6,0.187,education,0
1823,246,28764.63,29,0.1599,cash,1
1824,182,46199.92,40,0.2331,home_improvement,0
1825,2530,23697.46,27,0.1847,,1
1826,698,35257.03,54,0.127,cash,1
1827,3178,21654.25,49,0.1811,cash,1
1828,1965,17494.2,29,0.1376,auto,1
1829,1155,21072.13,55,0.0651,home_improvement,1
1830,4947,21497.38,20,0.1998,auto,1
1831,1984,18887.47,56,0.1729,auto,0
1832,425,10257.36,45,0.2946,cash,0
1833,705,11185.08,14,0.1207,cash,1
1834,1590,30198.62,26,0.1843,cash,1
1835,2494,27507.17,42,0.1105,cash,0
1836,2760,36008.7,24,0.1042,cash,1
1837,2232,16465.14,50,0.2642,cash,1
1838,560,15625.64,20,0.0444,education,1
1839,1294,9657.32,56,0.1456,home_improvement,1
1840,589,29503.53,58,0.2344,cash,1
1841,2583,11970.83,11,0.0701,cash,1
1842,344,19722.32,46,0.1218,cash,1
1843,3875,22819.01,42,0.1926,cash,1
1844,2514,5928.75,13,0.087,cash,1
1845,1429,26992.44,42,0.1636,cash,0
1846,1433,29090.57,22,0.1076,home_improvement,0
1847,196,22491.06,50,0.2141,cash,1
1848,198,19218.8,55,0.2123,home_improvement,1
1849,3288,19709.53,6,0.1231,education,1
1850,2510,32601.9,51,0.03,cash,1
1851,632,20479.99,59,0.1729,cash,1
1852,3653,19818.38,25,0.1983,auto,1
1853,4844,13820.27,60,0.1733,education,1
1854,3345,2000.0,45,0.167,home_improvement,1
1855,4425,29866.74,37,0.1603,cash,1
1856,3422,19973.98,11,0.13,home_improvement,1
1857,4622,12121.61,33,0.1088,auto,1
1858,2754,38992.73,14,0.1488,cash,0
1859,4069,23954.68,21,0.1348,cash,1
1860,3907,18145.88,55,0.1807,cash,1
1861,1665,29163.72,12,0.1035,auto,0
1862,312,23311.5,35,0.1245,cash,1
1863,2112,23136.67,59,0.1499,education,1
1864,954,14521.93,13,0.1076,cash,0
1865,4355,26266.99,16,0.0758,cash,1
1866,3517,28462.53,32,0.1775,cash,1
1867,4464,14570.63,33,0.0799,cash,0
1868,1679,2945.97,31,0.1545,auto,1
1869,2722,28550.51,18,0.1718,cash,0
1870,1195,25656.12,60,0.2162,cash,0
1871,2387,27578.87,11,0.2604,cash,1
1872,136,20415.64,6,0.211,cash,0
1873,1756,28664.38,19,0.1097,cash,0
1874,4343,14124.18,46,0.1302,cash,1
1875,3077,18320.59,13,0.1601,home_improvement,0
1876,4190,10577.63,47,0.1419,home_improvement,1
1877,3835,30417.31,27,0.1527,cash,1
1878,303,19579.23,48,0.2073,cash,1
1879,2398,22086.57,17,0.1514,cash,1
1880,1522,23899.68,48,0.1906,cash,1
1881,593,17852.93,6,0.0883,cash,1
1882,1073,27401.76,45,0.1689,auto,1
1883,50,34922.11,7,0.0611,cash,0
1884,1034,28817.26,29,0.2006,cash,0
1885,3368,4490.57,44,0.1354,cash,1
1886,1291,20988.19,8,0.0756,home_improvement,1
1887,3630,21396.97,56,0.1306,auto,1
1888,1486,31180.29,59,0.1683,home_improvement,1
1889,272,15058.21,43,0.0826,cash,0
1890,3533,10636.17,19,0.1005,home_improvement,1
1891,829,27520.44,45,0.1247,home_improvement,1
1892,4850,19826.95,22,0.1862,home_improvement,1
1893,2150,14386.13,42,0.0439,cash,1
1894,228,17658.99,14,0.1674,cash,1
1895,1189,7300.17,39,0.1318,education,1
1896,1615,21531.08,24,0.1981,cash,0
1897,2490,17265.9,38,0.1646,home_improvement,1
1898,3338,24796.84,24,0.2125,cash,0
1899,1588,18155.49,20,0.165,cash,0
1900,1530,20319.49,25,0.0839,cash,0
1901,4638,15902.25,54,0.1659,home_improvement,1
1902,956,17708.41,28,0.1691,cash,0
1903,3663,9832.16,44,0.1095,cash,0
1904,840,29289.94,42,0.117,home_improvement,1
1905,1311,19624.86,39,0.03,home_improvement,1
1906,2990,2097.79,59,0.1807,home_improvement,1
1907,488,5731.68,8,0.1367,cash,1
1908,756,29337.92,34,0.1151,auto,1
1909,4263,19610.9,59,0.0932,cash,1
1910,483,19820.74,60,0.1186,education,1
1911,718,19975.75,30,0.1653,auto,1
1912,3749,24386.36,9,0.1523,home_improvement,0
1913,2353,33775.25,25,0.1265,cash,1
1914,1719,24006.08,26,0.0819,home_improvement,1
1915,4115,22766.3,26,0.126,cash,1
1916,4473,14858.48,7,0.1012,cash,0
1917,590,6116.31,56,0.1318,home_improvement,1
1918,2482,24270.26,38,0.1737,cash,1
1919,4624,24997.26,26,0.1156,cash,1
1920,659,29896.93,59,0.2261,cash,1
1921,2057,35409.27,52,0.1139,cash,0
1922,964,9561.01,17,0.0566,auto,1
1923,741,14473.96,16,0.1311,home_improvement,1
1924,4408,26014.37,45,0.112,home_improvement,0
1925,3250,20010.69,54,0.3128,auto,0
1926,628,32990.51,47,0.119,cash,1
1927,1698,18257.77,51,0.0657,cash,1
1928,1578,38009.06,11,0.1421,cash,1
1929,4616,20503.86,15,0.1318,home_improvement,1
1930,1518,34649.02,29,0.0817,cash,1
1931,560,2000.0,38,0.158,cash,1
1932,4939,24377.15,13,0.1683,home_improvement,1
1933,317,20209.77,9,0.1441,home_improvement,0
1934,4873,2000.0,25,0.1267,auto,1
1935,1614,19862.16,45,0.1216,auto,1
1936,3461,8860.18,50,0.1088,cash,1
1937,2717,15323.11,50,0.0759,home_improvement,1
1938,1178,22746.66,21,0.2142,home_improvement,1
1939,2726,18893.93,22,0.2619,cash,1
1940,897,23206.82,57,0.0887,cash,1
1941,2526,21414.54,14,0.1099,cash,1
1942,301,41189.4,48,0.0859,auto,1
1943,1170,22333.24,6,0.1845,cash,1
1944,307,21012.56,20,0.0892,auto,1
1945,3128,23788.23,16,0.1749,cash,1
1946,4705,19763.81,29,0.1614,auto,1
1947,214,5744.24,12,0.1323,home_improvement,0
1948,3018,26226.55,39,0.208,auto,1
1949,2520,31616.41,30,0.1225,cash,1
1950,992,33997.12,39,0.1401,education,1
1951,3465,26204.35,45,0.0792,auto,0
1952,3907,17580.2,36,0.03,home_improvement,1
1953,4641,22366.43,34,0.193,cash,1
1954,383,36077.28,26,0.1091,cash,1
1955,898,17984.36,42,0.1978,home_improvement,1
1956,2612,9258.46,57,0.1224,home_improvement,1
1957,3851,39884.13,13,0.1346,cash,1
1958,979,10836.99,10,0.1503,education,1
1959,1776,5853.63,49,0.113,auto,1
1960,2244,22872.21,40,0.0592,cash,1
1961,3300,23678.95,37,0.0964,cash,1
1962,1146,24122.52,7,0.0925,auto,0
1963,1479,27904.26,29,0.1383,cash,1
1964,683,18544.91,36,0.1958,auto,1
1965,1057,18674.58,47,0.1037,home_improvement,1
1966,4635,14841.12,16,0.135,cash,1
1967,3750,21231.18,38,0.1519,home_improvement,1
1968,4600,24877.34,10,0.1003,auto,0
1969,4699,28160.98,50,0.1593,auto,1
1970,2467,11919.78,8,0.195,cash,0
1971,848,8783.89,37,0.1597,auto,1
1972,3931,27964.89,58,0.1375,education,0
1973,4934,15238.88,25,0.098,cash,0
1974,1009,11133.56,13,0.1341,cash,0
1975,3833,3348.8,41,0.1024,auto,1
1976,1985,32666.56,25,0.1107,education,1
1977,4638,22480.98,42,0.1339,cash,1
1978,1128,24909.41,31,0.1296,cash,1
1979,3283,23936.76,25,0.1917,education,1
1980,419,21912.83,7,0.1106,cash,1
1981,4646,19791.04,26,0.1594,cash,1
1982,2120,19367.42,56,0.1168,cash,0
1983,2460,11207.83,60,0.0945,cash,0
1984,3725,4111.54,6,0.1703,cash,1
1985,1152,40210.66,16,0.1609,cash,1
1986,3725,20341.8,56,0.11,auto,1
1987,579,16062.06,51,0.03,cash,1
1988,2217,12791.35,7,0.196,cash,0
1989,1672,29446.24,29,0.1789,cash,1
1990,2232,21302.53,28,0.1977,cash,1
1991,2880,12229.35,60,0.2004,home_improvement,0
1992,3015,17267.81,49,0.1407,cash,1
1993,1039,22801.75,48,0.1192,cash,1
1994,4666,16520.33,7,0.0504,cash,1
1995,3301,27335.74,44,0.1468,cash,0
1996,751,39116.83,50,0.1175,auto,1
1997,779,16202.35,28,0.1009,cash,1
1998,2025,17435.47,31,0.0721,auto,1
1999,4859,12530.64,19,0.0885,cash,1
2000,4529,18618.54,31,0.0727,home_improvement,1
2001,1203,2356.62,24,0.1896,home_improvement,1
2002,2744,29894.05,16,0.1958,education,0
2003,1644,7992.51,60,0.1029,home_improvement,1
2004,3965,12743.24,18,0.2012,auto,1
2005,3707,20754.33,16,0.1451,cash,0
2006,2314,32396.9,49,0.2134,cash,1
2007,1749,12311.68,14,0.1698,cash,1
2008,4606,18319.95,6,0.1716,home_improvement,1
2009,2090,22641.71,38,0.1523,home_improvement,0
2010,4452,13955.81,23,0.1039,cash,1
2011,150,18915.62,44,0.074,cash,1
2012,2230,5685.53,23,0.1502,cash,1
2013,2724,15250.78,11,0.1352,education,1
2014,26,31074.1,20,0.27,cash,0
2015,314,27340.98,27,0.1774,home_improvement,0
2016,2831,16006.12,23,0.0978,home_improvement,1
2017,3743,10882.33,38,0.1358,home_improvement,1
2018,1020,18088.74,12,0.1216,auto,1
2019,4496,6827.06,41,0.138,cash,1
2020,1203,18229.08,15,0.0744,cash,0
2021,257,16309.68,39,0.1854,education,1
2022,2149,15980.56,36,0.1202,auto,1
2023,552,18729.6,14,0.1727,auto,1
2024,2250,24831.0,36,0.1098,cash,0
2025,180,10652.2,59,0.1201,cash,1
2026,4304,28618.85,57,0.1697,auto,1
2027,3208,30127.23,47,0.0364,home_improvement,1
2028,157,39797.62,35,0.1894,cash,0
2029,4602,22666.97,48,0.2135,cash,0
2030,1476,33257.31,30,0.2125,cash,0
2031,2527,28788.01,23,0.105,home_improvement,1
2032,3162,21713.95,11,0.1551,auto,0
2033,2020,9046.31,32,0.1177,auto,1
2034,3110,28057.26,46,0.0657,cash,1
2035,800,22157.6,53,0.1444,cash,1
2036,1589,36086.18,30,0.0672,cash,0
2037,3387,26661.87,44,0.17,auto,1
2038,890,29502.38,47,0.1809,cash,1
2039,1582,14795.23,19,0.2046,education,1
2040,1386,22201.31,16,0.1656,auto,1
2041,628,2687.58,36,0.1193,cash,1
2042,4462,24990.54,39,0.1306,cash,1
2043,4917,30959.92,8,0.1461,cash,0
2044,1315,32527.32,45,0.2131,cash,0
2045,4267,16805.65,32,0.2137,education,1
2046,2459,3676.31,25,0.1358,education,0
2047,1190,15161.56,31,0.1891,cash,1
2048,4712,19299.46,32,0.1142,cash,1
2049,647,23679.29,45,0.1618,cash,1
2050,593,2000.0,9,0.1225,cash,1
2051,2053,19059.04,52,0.1522,cash,1
2052,4354,10662.55,20,,cash,1
2053,1497,33018.62,53,0.069,cash,1
2054,3717,2000.0,15,0.0777,cash,1
2055,4371,29114.25,25,0.1692,cash,1
2056,2428,18564.25,26,0.0843,cash,1
2057,630,2000.0,15,0.1229,auto,1
2058,4745,35096.82,10,0.1845,cash,1
2059,4030,32151.97,6,0.196,cash,1
2060,373,31249.96,51,0.091,home_improvement,1
2061,2905,20838.07,12,0.03,auto,1
2062,4273,13955.99,46,0.0998,home_improvement,1
2063,2836,20585.96,6,0.15,cash,1
2064,989,24914.44,53,0.1736,cash,1
2065,4676,15118.13,19,0.081,cash,1
2066,1771,12279.73,58,0.0517,cash,0
2067,3,24438.31,31,0.0946,cash,0
2068,612,21758.79,37,0.114,cash,1
2069,2296,28333.53,32,0.2444,auto,1
2070,2477,33707.33,46,0.1455,,1
2071,3113,27707.07,17,0.1724,cash,1
2072,846,9629.33,32,,cash,1
2073,499,19883.04,19,0.1175,home_improvement,1
2074,1276,23482.81,49,0.145,cash,1
2075,283,27282.75,53,0.1526,cash,1
2076,299,27722.89,35,0.1703,education,0
2077,3195,19477.63,40,0.1336,cash,1
2078,1526,15586.15,46,0.1922,auto,1
2079,789,29078.19,28,0.1952,auto,0
2080,820,23398.63,21,0.1258,cash,1
2081,4000,22533.41,58,0.178,home_improvement,1
2082,3427,13658.09,43,0.1595,auto,1
2083,226,38898.35,7,0.2731,auto,0
2084,3191,22241.38,37,0.1848,cash,1
2085,3074,19218.64,30,0.1593,cash,1
2086,3328,22241.95,19,0.1115,cash,1
2087,3945,18815.28,49,0.0883,cash,1
2088,3381,8401.15,43,0.1664,cash,1
2089,3560,22688.1,31,0.0546,cash,0
2090,516,6935.59,26,0.2212,cash,0
2091,4598,20927.86,18,0.037,education,1
2092,1070,5661.24,40,0.0885,home_improvement,1
2093,3788,2000.0,53,0.19,cash,0
2094,3688,25517.03,42,0.1382,cash,1
2095,2420,10067.2,6,0.1492,cash,0
2096,2411,23907.9,42,0.1056,cash,1
2097,4494,21523.92,30,0.1336,cash,1
2098,3151,21321.84,43,0.1742,auto,1
2099,1294,14356.43,26,0.0984,cash,1
2100,284,18820.88,28,0.1269,home_improvement,0
2101,673,14093.21,30,0.1403,home_improvement,1
2102,1932,28503.37,40,0.1265,cash,1
2103,3333,15652.87,52,0.1775,cash,0
2104,2191,17764.46,55,0.163,cash,1
2105,3813,26702.43,15,0.1348,auto,1
2106,3462,14406.28,9,0.0547,cash,1
2107,3548,3878.91,51,0.1991,cash,1
2108,4561,10451.43,49,0.0938,cash,0
2109,403,29501.92,21,0.2288,education,0
2110,2873,20743.41,13,0.0978,cash,0
2111,1709,22629.37,12,0.1527,cash,0
2112,3806,22661.5,31,0.1718,cash,1
2113,4040,36094.3,21,0.1302,cash,1
2114,3218,2000.0,15,0.1556,auto,1
2115,3692,18849.75,50,0.1259,education,1
2116,4550,20270.57,49,0.2345,auto,1
2117,2782,19817.51,35,,auto,1
2118,4054,27195.55,8,0.1342,auto,0
2119,524,27423.88,13,0.1522,cash,1
2120,1237,18054.51,44,0.1966,education,1
2121,4540,4794.42,26,0.1595,education,1
2122,1112,42576.06,28,0.1492,cash,1
2123,48,19943.87,50,0.0683,cash,0
2124,4560,20787.31,20,0.1978,auto,0
2125,1792,31360.6,59,0.1575,home_improvement,1
2126,2988,16460.47,58,0.1177,auto,1
2127,3854,31625.43,38,0.1563,cash,0
2128,2249,17240.97,22,0.2095,cash,1
2129,103,36461.93,60,0.1758,cash,1
2130,3501,24097.89,17,0.2384,education,1
2131,3267,13920.9,53,0.1837,home_improvement,1
2132,1409,39623.35,29,0.0435,home_improvement,1
2133,3296,25421.57,53,0.203,cash,1
2134,4043,14520.15,22,0.0528,cash,1
2135,4912,7335.78,45,0.2075,home_improvement,1
2136,2639,26278.2,46,0.1843,cash,1
2137,334,32456.65,26,0.224,cash,1
2138,4355,23483.51,7,0.1621,home_improvement,0
2139,2171,22970.58,22,0.1543,auto,1
2140,3219,34027.54,44,0.2019,cash,1
2141,4439,25385.02,49,0.0812,cash,0
2142,1302,14078.93,29,0.142,cash,1
